frame,shot_type
1873,Backhand
1874,Backhand
1875,Backhand
1876,Backhand
1877,Backhand
1878,Backhand
1879,Backhand
1880,Backhand
1881,Backhand
1882,Backhand
1883,Backhand
1884,Backhand
1885,Backhand
1886,Backhand
1887,Backhand
1888,Backhand
1889,Backhand
1890,Backhand
1891,Backhand
1892,Backhand
1893,Backhand
1894,Backhand
1895,Backhand
1896,Backhand
1897,Backhand
1898,Backhand
1899,Backhand
1900,Backhand
1901,Backhand
1902,Backhand
1903,Backhand
1904,Backhand
1905,Backhand
1906,Backhand
1907,Backhand
1908,Backhand
1909,Backhand
1910,Backhand
1911,Backhand
1912,Backhand
1913,Backhand
1914,Backhand
1915,Backhand
1916,Backhand
1917,Backhand
1918,Backhand
1919,Backhand
1920,Backhand
1921,Backhand
1922,Backhand
1923,Backhand
1924,Backhand
1925,Backhand
1926,Backhand
1927,Backhand
1928,Backhand
1929,Backhand
1930,Backhand
1931,Backhand
1932,Backhand
1933,Backhand
1934,Backhand
1935,Backhand
1936,Backhand
1937,Backhand
1938,Backhand
1939,Backhand
1940,Backhand
1941,Backhand
1942,Backhand
1943,Backhand
1944,Backhand
1945,Backhand
1946,Backhand
1947,Backhand
1948,Backhand
1949,Backhand
1950,Backhand
1951,Backhand
1952,Backhand
1953,Backhand
1954,Backhand
1955,Backhand
1956,Backhand
1957,Backhand
1958,Backhand
1959,Backhand
1960,Backhand
1961,Backhand
1962,Backhand
1963,Backhand
1964,Backhand
1965,Backhand
1966,Backhand
1967,Backhand
1968,Backhand
1969,Backhand
1970,Backhand
1971,Backhand
1972,Backhand
1973,Backhand
1974,Backhand
1975,Backhand
1976,Backhand
1977,Backhand
1978,Backhand
1979,Backhand
1980,Backhand
1981,Backhand
1982,Backhand
1983,Backhand
1984,Backhand
1985,Backhand
1986,Backhand
1987,Backhand
1988,Backhand
1989,Backhand
1990,Backhand
1991,Backhand
1992,Backhand
1993,Backhand
1994,Backhand
1995,Backhand
1996,Backhand
1997,Backhand
1998,Backhand
1999,Backhand
2000,Backhand
2001,Backhand
2002,Backhand
2003,Backhand
2004,Backhand
2005,Backhand
2006,Backhand
2007,Backhand
2008,Backhand
2009,Backhand
2010,Backhand
2011,Backhand
2012,Backhand
2013,Backhand
2014,Backhand
2015,Backhand
2016,Backhand
2017,Backhand
2018,Backhand
2019,Backhand
2020,Backhand
2021,Backhand
2022,Backhand
2023,Backhand
2024,Backhand
2025,Backhand
2026,Backhand
2027,Backhand
2028,Backhand
2029,Backhand
2030,Backhand
2031,Backhand
2032,Backhand
2033,Backhand
2034,Backhand
2035,Backhand
2036,Backhand
2037,Backhand
2038,Backhand
2039,Backhand
2040,Backhand
2041,Backhand
2042,Backhand
2043,Backhand
2044,Backhand
2045,Backhand
2046,Backhand
2047,Backhand
2048,Backhand
2049,Backhand
2050,Backhand
2051,Backhand
2052,Backhand
2053,Backhand
2054,Backhand
2055,Backhand
2056,Backhand
2057,Backhand
2058,Backhand
2059,Backhand
2060,Backhand
2061,Backhand
2062,Backhand
2063,Backhand
2064,Backhand
2065,Backhand
2066,Backhand
2067,Backhand
2068,Backhand
2069,Backhand
2070,Backhand
2071,Backhand
2072,Backhand
2073,Backhand
2074,Backhand
2075,Backhand
2076,Backhand
2077,Backhand
2078,Backhand
2079,Backhand
2080,Backhand
2081,Backhand
2082,Backhand
2083,Backhand
2084,Backhand
2085,Backhand
2086,Backhand
2087,Backhand
2088,Backhand
2089,Backhand
2090,Backhand
2091,Backhand
2092,Backhand
2093,Backhand
2094,Backhand
2095,Backhand
2096,Backhand
2097,Backhand
2098,Backhand
2099,Backhand
2100,Backhand
2101,Backhand
2102,Backhand
2103,Backhand
2104,Backhand
2105,Backhand
2106,Backhand
2107,Backhand
2108,Backhand
2109,Backhand
2110,Backhand
2111,Backhand
2112,Backhand
2113,Backhand
2114,Backhand
2115,Backhand
2116,Backhand
2117,Backhand
2118,Backhand
2119,Backhand
2120,Backhand
2121,Backhand
2122,Backhand
2123,Backhand
2124,Backhand
2125,Backhand
2126,Backhand
2127,Backhand
2128,Backhand
2129,Backhand
2130,Backhand
2131,Backhand
2132,Backhand
2133,Backhand
2134,Backhand
2135,Backhand
2136,Backhand
2137,Backhand
2138,Backhand
2139,Backhand
2140,Backhand
2141,Backhand
2142,Backhand
2143,Backhand
2144,Backhand
2145,Backhand
2146,Backhand
2147,Backhand
2148,Backhand
2149,Backhand
2150,Backhand
2151,Backhand
2152,Backhand
2153,Backhand
2154,Backhand
2155,Backhand
2156,Backhand
2157,Backhand
2158,Backhand
2159,Backhand
2160,Backhand
2161,Backhand
2162,Backhand
2163,Backhand
2164,Backhand
2165,Backhand
2166,Backhand
2167,Backhand
2168,Backhand
2169,Backhand
2170,Backhand
2171,Backhand
2172,Backhand
2173,Backhand
2174,Backhand
2175,Backhand
2176,Backhand
2177,Backhand
2178,Backhand
2179,Backhand
2180,Backhand
2181,Backhand
2182,Backhand
2183,Backhand
2184,Backhand
2185,Backhand
2186,Backhand
2187,Backhand
2188,Backhand
2189,Backhand
2190,Backhand
2191,Backhand
2192,Backhand
2193,Backhand
2194,Backhand
2195,Backhand
2196,Backhand
2197,Backhand
2198,Backhand
2199,Backhand
2200,Backhand
2201,Backhand
2202,Backhand
2203,Backhand
2204,Backhand
2205,Backhand
2206,Backhand
2207,Backhand
2208,Backhand
2209,Backhand
2210,Backhand
2211,Backhand
2212,Backhand
2213,Backhand
2214,Backhand
2215,Backhand
2216,Backhand
2217,Backhand
2218,Backhand
2219,Backhand
2220,Backhand
2221,Backhand
2222,Backhand
2223,Backhand
2224,Backhand
2225,Backhand
2226,Backhand
2227,Backhand
2228,Backhand
2229,Backhand
2230,Backhand
2231,Backhand
2232,Backhand
2233,Backhand
2234,Backhand
2235,Backhand
2236,Backhand
2237,Backhand
2238,Backhand
2239,Backhand
2240,Backhand
2241,Backhand
2242,Backhand
2243,Backhand
2244,Backhand
2245,Backhand
2246,Backhand
2247,Backhand
2248,Backhand
2249,Backhand
2250,Backhand
2251,Backhand
2252,Backhand
2253,Backhand
2254,Backhand
2255,Backhand
2256,Backhand
2257,Backhand
2258,Backhand
2259,Backhand
2260,Backhand
2261,Backhand
2262,Backhand
2263,Backhand
2264,Backhand
2265,Backhand
2266,Backhand
2267,Backhand
2268,Backhand
2269,Backhand
2270,Backhand
2271,Backhand
2272,Backhand
2273,Backhand
2274,Backhand
2275,Backhand
2276,Backhand
2277,Backhand
2278,Backhand
2279,Backhand
2280,Backhand
2281,Backhand
2282,Backhand
2283,Backhand
2284,Backhand
2285,Backhand
2286,Backhand
2287,Backhand
2288,Backhand
2289,Backhand
2290,Backhand
2291,Backhand
2292,Backhand
2293,Backhand
2294,Backhand
2295,Backhand
2296,Backhand
2297,Backhand
2298,Backhand
2299,Backhand
2300,Backhand
2301,Backhand
2302,Backhand
2303,Backhand
2304,Backhand
2305,Backhand
2306,Backhand
2307,Backhand
2308,Backhand
2309,Backhand
2310,Backhand
2311,Backhand
2312,Backhand
2313,Backhand
2314,Backhand
2315,Backhand
2316,Backhand
2317,Backhand
2318,Backhand
2319,Backhand
2320,Backhand
2321,Backhand
2322,Backhand
2323,Backhand
2324,Backhand
2325,Backhand
2326,Backhand
2327,Backhand
2328,Backhand
2329,Backhand
2330,Backhand
2331,Backhand
2332,Backhand
2333,Backhand
2334,Backhand
2335,Backhand
2336,Backhand
2337,Backhand
2338,Backhand
2339,Backhand
2340,Backhand
2341,Backhand
2342,Backhand
2343,Backhand
2344,Backhand
2345,Backhand
2346,Backhand
2347,Backhand
2348,Backhand
2349,Backhand
2350,Backhand
2351,Backhand
2352,Backhand
2353,Backhand
2354,Backhand
2355,Backhand
2356,Backhand
2357,Backhand
2358,Backhand
2359,Backhand
2360,Backhand
2361,Backhand
2362,Backhand
2363,Backhand
2364,Backhand
2365,Backhand
2366,Backhand
2367,Backhand
2368,Backhand
2369,Backhand
2370,Backhand
2371,Backhand
2372,Backhand
2373,Backhand
2374,Backhand
2375,Backhand
2376,Backhand
2377,Backhand
2378,Backhand
2379,Backhand
2380,Backhand
2381,Backhand
2382,Backhand
2383,Backhand
2384,Backhand
2385,Backhand
2386,Backhand
2387,Backhand
2388,Backhand
2389,Backhand
2390,Backhand
2391,Backhand
2392,Backhand
2393,Backhand
2394,Backhand
2395,Backhand
2396,Backhand
2397,Backhand
2398,Backhand
2399,Backhand
2400,Backhand
2401,Backhand
2402,Backhand
2403,Backhand
2404,Backhand
2405,Backhand
2406,Backhand
2407,Backhand
2408,Backhand
2409,Backhand
2410,Backhand
2411,Backhand
2412,Backhand
2413,Backhand
2414,Backhand
2415,Backhand
2416,Backhand
2417,Backhand
2418,Backhand
2419,Backhand
2420,Backhand
2421,Backhand
2422,Backhand
2423,Backhand
2424,Backhand
2425,Backhand
2426,Backhand
2427,Backhand
2428,Backhand
2429,Backhand
2430,Backhand
2431,Backhand
2432,Backhand
2433,Backhand
2434,Backhand
2435,Backhand
2436,Backhand
2437,Backhand
2438,Backhand
2439,Backhand
2440,Backhand
2441,Backhand
2442,Backhand
2443,Backhand
2444,Backhand
2445,Backhand
2446,Backhand
2447,Backhand
2448,Backhand
2449,Backhand
2450,Backhand
2451,Backhand
2452,Backhand
2453,Backhand
2454,Backhand
2455,Backhand
2456,Backhand
2457,Backhand
2458,Backhand
2459,Backhand
2460,Backhand
2461,Backhand
2462,Backhand
2463,Backhand
2464,Backhand
2465,Backhand
2466,Backhand
2467,Backhand
2468,Backhand
2469,Backhand
2470,Backhand
2471,Backhand
2472,Backhand
2473,Backhand
2474,Backhand
2475,Backhand
2476,Backhand
2477,Backhand
2478,Backhand
2479,Backhand
2480,Backhand
2481,Backhand
2482,Backhand
2483,Backhand
2484,Backhand
2485,Backhand
2486,Backhand
2487,Backhand
2488,Backhand
2489,Backhand
2490,Backhand
2491,Backhand
2492,Backhand
2493,Backhand
2494,Backhand
2495,Backhand
2496,Backhand
2497,Backhand
2498,Backhand
2499,Backhand
2500,Backhand
2501,Backhand
2502,Backhand
2503,Backhand
2504,Backhand
2505,Backhand
2506,Backhand
2507,Backhand
2508,Backhand
2509,Backhand
2510,Backhand
2511,Backhand
2512,Backhand
2513,Backhand
2514,Backhand
2515,Backhand
2516,Backhand
2517,Backhand
2518,Backhand
2519,Backhand
2520,Backhand
2521,Backhand
2522,Backhand
2523,Backhand
2524,Backhand
2525,Backhand
2526,Backhand
2527,Backhand
2528,Backhand
2529,Backhand
2530,Backhand
2531,Backhand
2532,Backhand
2533,Backhand
2534,Backhand
2535,Backhand
2536,Backhand
2537,Backhand
2538,Backhand
2539,Backhand
2540,Backhand
2541,Backhand
2542,Backhand
2543,Backhand
2544,Backhand
2545,Backhand
2546,Backhand
2547,Backhand
2548,Backhand
2549,Backhand
2550,Backhand
2551,Backhand
2552,Backhand
2553,Backhand
2554,Backhand
2555,Backhand
2556,Backhand
2557,Backhand
2558,Backhand
2559,Backhand
2560,Backhand
2561,Backhand
2562,Backhand
2563,Backhand
2564,Backhand
2565,Backhand
2566,Backhand
2567,Backhand
2568,Backhand
2569,Backhand
2570,Backhand
2571,Backhand
2572,Backhand
2573,Backhand
2574,Backhand
2575,Backhand
2576,Backhand
2577,Backhand
2578,Backhand
2579,Backhand
2580,Backhand
2581,Backhand
2582,Backhand
2583,Backhand
2584,Backhand
2585,Backhand
2586,Backhand
2587,Backhand
2588,Backhand
2589,Backhand
2590,Backhand
2591,Backhand
2592,Backhand
2593,Backhand
2594,Backhand
2595,Backhand
2596,Backhand
2597,Backhand
2598,Backhand
2599,Backhand
2600,Backhand
2601,Backhand
2602,Backhand
2603,Backhand
2604,Backhand
2605,Backhand
2606,Backhand
2607,Backhand
2608,Backhand
2609,Backhand
2610,Backhand
2611,Backhand
2612,Backhand
2613,Backhand
2614,Backhand
2615,Backhand
2616,Backhand
2617,Backhand
2618,Backhand
2619,Backhand
2620,Backhand
2621,Backhand
2622,Backhand
2623,Backhand
2624,Backhand
2625,Backhand
2626,Backhand
2627,Backhand
2628,Backhand
2629,Backhand
2630,Backhand
2631,Backhand
2632,Backhand
2633,Backhand
2634,Backhand
2635,Backhand
2636,Backhand
2637,Backhand
2638,Backhand
2639,Backhand
2640,Backhand
2641,Backhand
2642,Backhand
2643,Backhand
2644,Backhand
2645,Backhand
2646,Backhand
2647,Backhand
2648,Backhand
2649,Backhand
2650,Backhand
2651,Backhand
2652,Backhand
2653,Backhand
2654,Backhand
2655,Backhand
2656,Backhand
2657,Backhand
2658,Backhand
2659,Backhand
2660,Backhand
2661,Backhand
2662,Backhand
2663,Backhand
2664,Backhand
2665,Backhand
2666,Backhand
2667,Backhand
2668,Backhand
2669,Backhand
2670,Backhand
2671,Backhand
2672,Backhand
2673,Backhand
2674,Backhand
2675,Backhand
2676,Backhand
2677,Backhand
2678,Backhand
2679,Backhand
2680,Backhand
2681,Backhand
2682,Backhand
2683,Backhand
2684,Backhand
2685,Backhand
2686,Backhand
2687,Backhand
2688,Backhand
2689,Backhand
2690,Backhand
2691,Backhand
2692,Backhand
2693,Backhand
2694,Backhand
2695,Backhand
2696,Backhand
2697,Backhand
2698,Backhand
2699,Backhand
2700,Backhand
2701,Backhand
2702,Backhand
2703,Backhand
2704,Backhand
2705,Backhand
2706,Backhand
2707,Backhand
2708,Backhand
2709,Backhand
2710,Backhand
2711,Backhand
2712,Backhand
2713,Backhand
2714,Backhand
2715,Backhand
2716,Backhand
2717,Backhand
2718,Backhand
2719,Backhand
2720,Backhand
2721,Backhand
2722,Backhand
2723,Backhand
2724,Backhand
2725,Backhand
2726,Backhand
2727,Backhand
2728,Backhand
2729,Backhand
2730,Backhand
2731,Backhand
2732,Backhand
2733,Backhand
2734,Backhand
2735,Backhand
2736,Backhand
2737,Backhand
2738,Backhand
2739,Backhand
2740,Backhand
2741,Backhand
2742,Backhand
2743,Backhand
2744,Backhand
2745,Backhand
2746,Backhand
2747,Backhand
2748,Backhand
2749,Backhand
2750,Backhand
2751,Backhand
2752,Backhand
2753,Backhand
2754,Backhand
2755,Backhand
2756,Backhand
2757,Backhand
2758,Backhand
2759,Backhand
2760,Backhand
2761,Backhand
2762,Backhand
2763,Backhand
2764,Backhand
2765,Backhand
2766,Backhand
2767,Backhand
2768,Backhand
2769,Backhand
2770,Backhand
2771,Backhand
2772,Backhand
2773,Backhand
2774,Backhand
2775,Backhand
2776,Backhand
2777,Backhand
2778,Backhand
2779,Backhand
2780,Backhand
2781,Backhand
2782,Backhand
2783,Backhand
2784,Backhand
2785,Backhand
2786,Backhand
2787,Backhand
2788,Backhand
2789,Backhand
2790,Backhand
2791,Backhand
2792,Backhand
2793,Backhand
2794,Backhand
2795,Backhand
2796,Backhand
2797,Backhand
2798,Backhand
2799,Backhand
2800,Backhand
2801,Backhand
2802,Backhand
2803,Backhand
2804,Backhand
2805,Backhand
2806,Backhand
2807,Backhand
2808,Backhand
2809,Backhand
2810,Backhand
2811,Backhand
2812,Backhand
2813,Backhand
2814,Backhand
2815,Backhand
2816,Backhand
2817,Backhand
2818,Backhand
2819,Backhand
2820,Backhand
2821,Backhand
2822,Backhand
2823,Backhand
2824,Backhand
2825,Backhand
2826,Backhand
2827,Backhand
2828,Backhand
2829,Backhand
2830,Backhand
2831,Backhand
2832,Backhand
2833,Backhand
2834,Backhand
2835,Backhand
2836,Backhand
2837,Backhand
2838,Backhand
2839,Backhand
2840,Backhand
2841,Backhand
2842,Backhand
2843,Backhand
2844,Backhand
2845,Backhand
2846,Backhand
2847,Backhand
2848,Backhand
2849,Backhand
2850,Backhand
2851,Backhand
2852,Backhand
2853,Backhand
2854,Backhand
2855,Backhand
2856,Backhand
2857,Backhand
2858,Backhand
2859,Backhand
2860,Backhand
2861,Backhand
2862,Backhand
2863,Backhand
2864,Backhand
2865,Backhand
2866,Backhand
2867,Backhand
2868,Backhand
2869,Backhand
2870,Backhand
2871,Backhand
2872,Backhand
2873,Backhand
2874,Backhand
2875,Backhand
2876,Backhand
2877,Backhand
2878,Backhand
2879,Backhand
2880,Backhand
2881,Backhand
2882,Backhand
2883,Backhand
2884,Backhand
2885,Backhand
2886,Backhand
2887,Backhand
2888,Backhand
2889,Backhand
2890,Backhand
2891,Backhand
2892,Backhand
2893,Backhand
2894,Backhand
2895,Backhand
2896,Backhand
2897,Backhand
2898,Backhand
2899,Backhand
2900,Backhand
2901,Backhand
2902,Backhand
2903,Backhand
2904,Backhand
2905,Backhand
2906,Backhand
2907,Backhand
2908,Backhand
2909,Backhand
2910,Backhand
2911,Backhand
2912,Backhand
2913,Backhand
2914,Backhand
2915,Backhand
2916,Backhand
2917,Backhand
2918,Backhand
2919,Backhand
2920,Backhand
2921,Backhand
2922,Backhand
2923,Backhand
2924,Backhand
2925,Backhand
2926,Backhand
2927,Backhand
2928,Backhand
2929,Backhand
2930,Backhand
2931,Backhand
2932,Backhand
2933,Backhand
2934,Backhand
2935,Backhand
2936,Backhand
2937,Backhand
2938,Backhand
2939,Backhand
2940,Backhand
2941,Backhand
2942,Backhand
2943,Backhand
2944,Backhand
2945,Backhand
2946,Backhand
2947,Backhand
2948,Backhand
2949,Backhand
2950,Backhand
2951,Backhand
2952,Backhand
2953,Backhand
2954,Backhand
2955,Backhand
2956,Backhand
2957,Backhand
2958,Backhand
2959,Backhand
2960,Backhand
2961,Backhand
2962,Backhand
2963,Backhand
2964,Backhand
2965,Backhand
2966,Backhand
2967,Backhand
2968,Backhand
2969,Backhand
2970,Backhand
2971,Backhand
2972,Backhand
2973,Backhand
2974,Backhand
2975,Backhand
2976,Backhand
2977,Backhand
2978,Backhand
2979,Backhand
2980,Backhand
2981,Backhand
2982,Backhand
2983,Backhand
2984,Backhand
2985,Backhand
2986,Backhand
2987,Backhand
2988,Backhand
2989,Backhand
2990,Backhand
2991,Backhand
2992,Backhand
2993,Backhand
2994,Backhand
2995,Backhand
2996,Backhand
2997,Backhand
2998,Backhand
2999,Backhand
3000,Backhand
3001,Backhand
3002,Backhand
3003,Backhand
3004,Backhand
3005,Backhand
3006,Backhand
3007,Backhand
3008,Backhand
3009,Backhand
3010,Backhand
3011,Backhand
3012,Backhand
3013,Backhand
3014,Backhand
3015,Backhand
3016,Backhand
3017,Backhand
3018,Backhand
3019,Backhand
3020,Backhand
3021,Backhand
3022,Backhand
3023,Backhand
3024,Backhand
3025,Backhand
3026,Backhand
3027,Backhand
3028,Backhand
3029,Backhand
3030,Backhand
3031,Backhand
3032,Backhand
3033,Backhand
3034,Backhand
3035,Backhand
3036,Backhand
3037,Backhand
3038,Backhand
3039,Backhand
3040,Backhand
3041,Smash
3042,Backhand
3043,Backhand
3044,Backhand
3045,Backhand
3046,Backhand
3047,Backhand
3048,Backhand
3049,Backhand
3050,Backhand
3051,Backhand
3052,Backhand
3053,Backhand
3054,Backhand
3055,Backhand
3056,Backhand
3057,Backhand
3058,Backhand
3059,Backhand
3060,Backhand
3061,Backhand
3062,Backhand
3063,Backhand
3064,Backhand
3065,Backhand
3066,Backhand
3067,Backhand
3068,Backhand
3069,Backhand
3070,Backhand
3071,Backhand
3072,Backhand
3073,Backhand
3074,Backhand
3075,Backhand
3076,Backhand
3077,Backhand
3078,Backhand
3079,Backhand
3080,Backhand
3081,Backhand
3082,Backhand
3083,Backhand
3084,Backhand
3085,Backhand
3086,Backhand
3087,Backhand
3088,Backhand
3089,Backhand
3090,Backhand
3091,Backhand
3092,Backhand
3093,Backhand
3094,Backhand
3095,Backhand
3096,Backhand
3097,Backhand
3098,Smash
3099,Smash
3100,Smash
3101,Smash
3102,Smash
3103,Smash
3104,Smash
3105,Smash
3106,Smash
3107,Smash
3108,Smash
3109,Smash
3110,Smash
3111,Smash
3112,Smash
3113,Smash
3114,Smash
3115,Smash
3116,Smash
3117,Smash
3118,Smash
3119,Smash
3120,Smash
3121,Smash
3122,Smash
3123,Smash
3124,Smash
3125,Smash
3126,Smash
3127,Smash
3128,Smash
3129,Smash
3130,Smash
3131,Smash
3132,Smash
3133,Smash
3134,Smash
3135,Smash
3136,Smash
3137,Smash
3138,Smash
3139,Smash
3140,Smash
3141,Smash
3142,Smash
3143,Smash
3144,Smash
3145,Smash
3146,Smash
3147,Smash
3148,Smash
3149,Smash
3150,Smash
3151,Smash
3152,Smash
3153,Smash
3154,Smash
3155,Smash
3156,Smash
3157,Smash
3158,Smash
3159,Smash
3160,Smash
3161,Smash
3162,Smash
3163,Smash
3164,Smash
3165,Smash
3166,Smash
3167,Smash
3168,Smash
3169,Smash
3170,Smash
3171,Smash
3172,Smash
3173,Smash
3174,Smash
3175,Smash
3176,Smash
3177,Smash
3178,Smash
3179,Smash
3180,Smash
3181,Smash
3182,Smash
3183,Smash
3184,Smash
3185,Smash
3186,Smash
3187,Smash
3188,Smash
3189,Smash
3190,Smash
3191,Smash
3192,Smash
3193,Smash
3194,Smash
3195,Smash
3196,Smash
3197,Smash
3198,Smash
3199,Smash
3200,Smash
3201,Smash
3202,Smash
3203,Smash
3204,Smash
3205,Smash
3206,Smash
3207,Smash
3208,Smash
3209,Smash
3210,Smash
3211,Smash
3212,Smash
3213,Smash
3214,Smash
3215,Smash
3216,Smash
3217,Smash
3218,Smash
3219,Smash
3220,Smash
3221,Smash
3222,Smash
3223,Smash
3224,Smash
3225,Smash
3226,Smash
3227,Smash
3228,Smash
3229,Smash
3230,Smash
3231,Smash
3232,Smash
3233,Smash
3234,Smash
3235,Smash
3236,Smash
3237,Smash
3238,Smash
3239,Smash
3240,Smash
3241,Smash
3242,Smash
3243,Smash
3244,Smash
3245,Smash
3246,Smash
3247,Smash
3248,Smash
3249,Smash
3250,Smash
3251,Smash
3252,Smash
3253,Smash
3254,Smash
3255,Smash
3256,Smash
3257,Smash
3258,Smash
3259,Smash
3260,Smash
3261,Smash
3262,Smash
3263,Smash
3264,Smash
3265,Smash
3266,Smash
3267,Smash
3268,Smash
3269,Smash
3270,Smash
3271,Smash
3272,Smash
3273,Smash
3274,Smash
3275,Smash
3276,Smash
3277,Smash
3278,Smash
3279,Smash
3280,Smash
3281,Smash
3282,Smash
3283,Smash
3284,Smash
3285,Smash
3286,Smash
3287,Smash
3288,Smash
3289,Smash
3290,Smash
3291,Smash
3292,Smash
3293,Smash
3294,Smash
3295,Smash
3296,Smash
3297,Smash
3298,Smash
3299,Smash
3300,Smash
3301,Smash
3302,Smash
3303,Smash
3304,Smash
3305,Smash
3306,Smash
3307,Smash
3308,Smash
3309,Smash
3310,Smash
3311,Smash
3312,Smash
3313,Smash
3314,Smash
3315,Smash
3316,Smash
3317,Smash
3318,Smash
3319,Smash
3320,Smash
3321,Smash
3322,Smash
3323,Smash
3324,Smash
3325,Smash
3326,Smash
3327,Smash
3328,Smash
3329,Smash
3330,Smash
3331,Smash
3332,Smash
3333,Smash
3334,Smash
3335,Smash
3336,Smash
3337,Smash
3338,Smash
3339,Smash
3340,Smash
3341,Smash
3342,Smash
3343,Smash
3344,Smash
3345,Smash
3346,Smash
3347,Smash
3348,Smash
3349,Smash
3350,Smash
3351,Smash
3352,Smash
3353,Smash
3354,Smash
3355,Smash
3356,Smash
3357,Smash
3358,Smash
3359,Smash
3360,Smash
3361,Smash
3362,Smash
3363,Smash
3364,Smash
3365,Smash
3366,Smash
3367,Smash
3368,Smash
3369,Smash
3370,Smash
3371,Smash
3372,Smash
3373,Smash
3374,Smash
3375,Smash
3376,Smash
3377,Smash
3378,Smash
3379,Smash
3380,Smash
3381,Smash
3382,Smash
3383,Smash
3384,Smash
3385,Smash
3386,Smash
3387,Smash
3388,Smash
3389,Smash
3390,Smash
3391,Smash
3392,Smash
3393,Smash
3394,Smash
3395,Smash
3396,Smash
3397,Smash
3398,Smash
3399,Smash
3400,Smash
3401,Smash
3402,Smash
3403,Smash
3404,Smash
3405,Smash
3406,Smash
3407,Smash
3408,Smash
3409,Smash
3410,Smash
3411,Smash
3412,Smash
3413,Smash
3414,Smash
3415,Smash
3416,Smash
3417,Smash
3418,Smash
3419,Smash
3420,Smash
3421,Smash
3422,Smash
3423,Smash
3424,Smash
3425,Smash
3426,Smash
3427,Smash
3428,Smash
3429,Smash
3430,Smash
3431,Smash
3432,Smash
3433,Smash
3434,Smash
3435,Smash
3436,Smash
3437,Smash
3438,Smash
3439,Smash
3440,Smash
3441,Smash
3442,Smash
3443,Smash
3444,Smash
3445,Smash
3446,Smash
3447,Smash
3448,Smash
3449,Smash
3450,Smash
3451,Smash
3452,Smash
3453,Smash
3454,Smash
3455,Smash
3456,Smash
3457,Smash
3458,Smash
3459,Smash
3460,Smash
3461,Smash
3462,Smash
3463,Smash
3464,Smash
3465,Smash
3466,Smash
3467,Smash
3468,Smash
3469,Smash
3470,Smash
3471,Smash
3472,Smash
3473,Smash
3474,Smash
3475,Smash
3476,Smash
3477,Smash
3478,Smash
3479,Smash
3480,Smash
3481,Smash
3482,Smash
3483,Smash
3484,Smash
3485,Smash
3486,Smash
3487,Smash
3488,Smash
3489,Smash
3490,Smash
3491,Smash
3492,Smash
3493,Smash
3494,Smash
3495,Smash
3496,Smash
3497,Smash
3498,Smash
3499,Smash
3500,Smash
3501,Smash
3502,Smash
3503,Smash
3504,Smash
3505,Smash
3506,Smash
3507,Smash
3508,Smash
3509,Smash
3510,Smash
3511,Smash
3512,Smash
3513,Smash
3514,Smash
3515,Smash
3516,Smash
3517,Smash
3518,Smash
3519,Smash
3520,Smash
3521,Smash
3522,Smash
3523,Smash
3524,Smash
3525,Smash
3526,Smash
3527,Smash
3528,Smash
3529,Smash
3530,Smash
3531,Smash
3532,Smash
3533,Smash
3534,Smash
3535,Smash
3536,Smash
3537,Smash
3538,Smash
3539,Smash
3540,Smash
3541,Smash
3542,Smash
3543,Smash
3544,Smash
3545,Smash
3546,Smash
3547,Smash
3548,Smash
3549,Smash
3550,Smash
3551,Smash
3552,Smash
3553,Smash
3554,Smash
3555,Smash
3556,Smash
3557,Smash
3558,Smash
3559,Smash
3560,Smash
3561,Smash
3562,Smash
3563,Smash
3564,Smash
3565,Smash
3566,Smash
3567,Smash
3568,Smash
3569,Smash
3570,Smash
3571,Smash
3572,Smash
3573,Smash
3574,Smash
3575,Smash
3576,Smash
3577,Smash
3578,Smash
3579,Smash
3580,Smash
3581,Smash
3582,Smash
3583,Smash
3584,Smash
3585,Smash
3586,Smash
3587,Smash
3588,Smash
3589,Smash
3590,Smash
3591,Smash
3592,Smash
3593,Smash
3594,Smash
3595,Smash
3596,Smash
3597,Smash
3598,Smash
3599,Smash
3600,Smash
3601,Smash
3602,Smash
3603,Smash
3604,Smash
3605,Smash
3606,Smash
3607,Smash
3608,Smash
3609,Smash
3610,Smash
3611,Smash
3612,Smash
3613,Smash
3614,Smash
3615,Smash
3616,Smash
3617,Smash
3618,Smash
3619,Smash
3620,Smash
3621,Smash
3622,Smash
3623,Smash
3624,Smash
3625,Smash
3626,Smash
3627,Smash
3628,Smash
3629,Smash
3630,Smash
3631,Smash
3632,Smash
3633,Smash
3634,Smash
3635,Smash
3636,Smash
3637,Smash
3638,Smash
3639,Smash
3640,Smash
3641,Smash
3642,Smash
3643,Smash
3644,Smash
3645,Smash
3646,Smash
3647,Smash
3648,Smash
3649,Smash
3650,Smash
3651,Smash
3652,Smash
3653,Smash
3654,Smash
3655,Smash
3656,Smash
3657,Smash
3658,Smash
3659,Smash
3660,Smash
3661,Smash
3662,Smash
3663,Smash
3664,Smash
3665,Smash
3666,Smash
3667,Smash
3668,Smash
3669,Smash
3670,Smash
3671,Smash
3672,Smash
3673,Smash
3674,Smash
3675,Smash
3676,Smash
3677,Smash
3678,Smash
3679,Smash
3680,Smash
3681,Smash
3682,Smash
3683,Smash
3684,Smash
3685,Smash
3686,Smash
3687,Smash
3688,Smash
3689,Smash
3690,Smash
3691,Smash
3692,Smash
3693,Smash
3694,Smash
3695,Smash
3696,Smash
